MGI Marker Accession ID	Marker name 1	Marker name 2	Marker name 3	status	37 chr	37 bp start	37 bp end	Chr_assigned	fem_assigned_cM	mal_assigned_cM	sexave_assigned_cM	note
MGI:88734	D10Mit117	D10Mit117		good	10	87027855	87027978					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101291	D10Mit229	D10Mit229		good	10	87028121	87028268					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88881	D10Mit94	D10Mit94		good	10	87643381	87643530					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88764	D10Mit144	D10Mit144		good	10	87763071	87763167					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102259	D10Mit263	D10Mit263		good	10	88010680	88010794					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101311	D10Mit209	D10Mit209		good	10	88046131	88046279					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101290	D10Mit230	D10Mit230		good	10	89654985	89655099					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88876	D10Mit9	D10Mit9		good	10	89929836	89929992					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:108611	D10Mit313	D10Mit313		good	10	90007656	90007777					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88851	D10Mit67	D10Mit67		good	10	90133784	90133930					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88782	D10Mit161	D10Mit161		good	10	90160658	90160792					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101289	D10Mit231	D10Mit231		good	10	90482865	90482985					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:106932	D10Mit302	D10Mit302		good	10	90588525	90588643					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:94316	D10Mit1010	D8Mit136		good	10	90739548	90739691					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102261	D10Mit272	D10Mit272		good	10	91119477	91119750					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88798	D10Mit176	D10Mit176		good	10	91532172	91532293					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102262	D10Mit265	D10Mit265		good	10	91786312	91786434					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88726	D10Mit11	D10Mit11		good	10	91885360	91885556					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88882	D10Mit95	D10Mit95		good	10	91965451	91965650					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88852	D10Mit68	D10Mit68		good	10	92356824	92356932					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88826	D10Mit43	D10Mit43		good	10	92735695	92735832					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88824	D10Mit41	D10Mit41		good	10	93565399	93565642					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88799	D10Mit177	D10Mit177		good	10	93990770	93990911					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:108607	D10Mit309	D10Mit309		good	10	94014526	94014659					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88853	D10Mit69	D10Mit69		good	10	94564159	94564308					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88736	D10Mit119	D10Mit119		good	10	95568834	95568976					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:105797	D10Mit291	D10Mit291		good	10	95758409	95758533					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:108597	D10Mit275	D10Mit275		good	10	95987333	95987481					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3613804	D10Mit142.2	D10Mit142.2		good	10	96629904	96630025					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88762	D10Mit142	D10Mit142		good	10	96630026	96630144					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88884	D10Mit97	D10Mit97		good	10	97200738	97200880					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88738	D10Mit120	D10Mit120		good	10	97395322	97395452					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:105795	D10Mit289	D10Mit289		good	10	97502077	97502176					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101318	D10Mit202	D10Mit202		good	10	98248265	98248526					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:105796	D10Mit290	D10Mit290		good	10	98361581	98361703					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101277	D10Mit244	D10Mit244		good	10	98655758	98655880					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88737	D10Mit12	D10Mit12		good	10	98936190	98936429					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88883	D10Mit96	D10Mit96		good	10	99019575	99019724					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89794	D10Mit1011	D13Mit67		good	10	99261872	99262030					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88800	D10Mit178	D10Mit178		good	10	99643775	99643908					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88885	D10Mit98	D10Mit98		good	10	101344667	101344808					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88740	D10Mit122	D10Mit122		good	10	103340381	103340529					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88855	D10Mit70	D10Mit70		2+	10	103535851		10	59.22	49.94	54.72	marker maps to more than one location on 1 chr; locations are <1 Mb apart; marker map position is interpolated to the revised Shifman map based on average bp start position
MGI:88753	D10Mit134	D10Mit134		good	10	104048777	104048876					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88752	D10Mit133	D10Mit133		good	10	104689449	104689586					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88754	D10Mit135	D10Mit135		good	10	104979991	104980137					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:105798	D10Mit292	D10Mit292		good	10	105809761	105809885					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88783	D10Mit162	D10Mit162		good	10	106528846	106528949					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88784	D10Mit163	D10Mit163		good	10	107043746	107043833					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3622343	D10Mit163.2	D10Mit163.2		good	10	107043957	107044080					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88886	D10Mit99	D10Mit99		good	10	108563622	108563760					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101317	D10Mit203	D10Mit203		good	10	108852294	108852437					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88770	D10Mit150	D10Mit150		good	10	109960287	109960400					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88763	D10Mit143	D10Mit143		good	10	110610574	110610814					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88858	D10Mit73	D10Mit73		good	10	111169377	111169470					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88856	D10Mit71	D10Mit71		good	10	111913681	111913821					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:106933	D10Mit303	D10Mit303		good	10	112212998	112213088					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101288	D10Mit232	D10Mit232		good	10	112861846	112861920					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:105800	D10Mit294	D10Mit294		good	10	113218307	113218509					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:108608	D10Mit310	D10Mit310		good	10	113614698	113614836					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101287	D10Mit233	D10Mit233		good	10	113818252	113818381					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88786	D10Mit165	D10Mit165		good	10	114055823	114056128					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:108598	D10Mit276	D10Mit276		good	10	114061339	114061572					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88755	D10Mit136	D10Mit136		good	10	114359795	114359939					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88739	D10Mit121	D10Mit121		good	10	114421978	114422176					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102263	D10Mit266	D10Mit266		good	10	114440047	114440140					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88818	D10Mit34	D10Mit34		good	10	114770621	114770767					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88817	D10Mit33	D10Mit33		good	10	114770668	114770767					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88716	D10Mit100	D10Mit100		good	10	115111628	115111743					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88717	D10Mit101	D10Mit101		good	10	115676500	115676619					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:105801	D10Mit295	D10Mit295		good	10	115792009	115792131					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88829	D10Mit46	D10Mit46		good	10	115821786	115822013					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88830	D10Mit47	D10Mit47		good	10	115847288	115847490					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:108609	D10Mit311	D10Mit311		good	10	116192390	116192495					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:105802	D10Mit296	D10Mit296		good	10	116709500	116709624					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88801	D10Mit179	D10Mit179		good	10	116732884	116733033					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:106934	D10Mit304	D10Mit304		good	10	117397047	117397147					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88802	D10Mit180	D10Mit180		good	10	117587667	117587800					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88809	D10Mit24	D10Mit24		good	10	117876305	117876446					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88859	D10Mit74	D10Mit74		good	10	117990821	117991019					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101286	D10Mit234	D10Mit234		good	10	118091990	118092119					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88759	D10Mit14	D10Mit14		good	10	118098315	118098504					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3613811	D10Mit235.1	D10Mit235.1		good	10	118852403	118852541					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101285	D10Mit235	D10Mit235		good	10	118852519	118852636					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88785	D10Mit164	D10Mit164		good	10	118872811	118872933					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102264	D10Mit267	D10Mit267		good	10	119108059	119108161					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101316	D10Mit204	D10Mit204		good	10	119352203	119352300					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101333	D10Mit187	D10Mit187		good	10	119424307	119424560					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101283	D10Mit237	D10Mit237		good	10	119449003	119449090					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101284	D10Mit236	D10Mit236		good	10	119595701	119595876					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88718	D10Mit102	D10Mit102		good	10	120336490	120336638					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102265	D10Mit268	D10Mit268		good	10	121458824	121458945					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3641607	D10Mit35b	D10Mit35	D10Mit35a	good	10	121642455	121642679					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88810	D10Mit25	D10Mit25		good	10	121780864	121780979					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101282	D10Mit238	D10Mit238		good	10	121916343	121916456					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:108599	D10Mit277	D10Mit277		good	10	122452899	122453048					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102266	D10Mit271	D10Mit271		good	10	123783002	123783118					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:105803	D10Mit297	D10Mit297		good	10	124484226	124484347					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88765	D10Mit145	D10Mit145		good	10	124795995	124796134					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88719	D10Mit103	D10Mit103		good	10	125176281	125176419					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102268	D10Mit270	D10Mit270		good	10	125423184	125423291					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102267	D10Mit269	D10Mit269		good	10	128391323	128391418					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3613821	D11Mit1.1	D11Mit1.1		good	11	3473452	3473583					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88978	D11Mit1	D11Mit1		good	11	3473585	3473738					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102269	D11Mit304	D11Mit304		good	11	4149031	4149120					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3613826	D11Mit16.1	D11Mit16.1		good	11	4169503	4169614					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3613827	D11Mit16.2	D11Mit16.2		good	11	4169697	4169826					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88986	D11Mit106	D11Mit106		good	11	4170756	4170886					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89151	D11Mit72	D11Mit72		good	11	4457899	4458061					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89153	D11Mit74	D11Mit74		good	11	5226908	5227125					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89150	D11Mit71	D11Mit71		good	11	6830280	6830490					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89011	D11Mit129	D11Mit129		good	11	8544797	8544934					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101265	D11Mit226	D11Mit226		good	11	8804958	8805096					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89140	D11Mit62	D11Mit62		good	11	8926228	8926377					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101232	D11Mit259	D11Mit259		good	11	9636731	9636845					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89093	D11Mit204	D11Mit204		good	11	12510930	12511070					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89035	D11Mit150	D11Mit150		good	11	12592721	12592911					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89016	D11Mit133	D11Mit133		good	11	13352480	13352619					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89032	D11Mit148	D11Mit148		good	11	14702451	14702595					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89154	D11Mit75	D11Mit75		good	11	16548406	16548531					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89155	D11Mit76	D11Mit76		good	11	16598155	16598304					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89141	D11Mit63	D11Mit63		good	11	17006178	17006316					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102270	D11Mit305	D11Mit305		good	11	17268233	17268345					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89156	D11Mit77	D11Mit77		good	11	17731969	17732121					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89157	D11Mit78	D11Mit78		good	11	17844334	17844436					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101263	D11Mit228	D11Mit228		good	11	17899289	17899423					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89048	D11Mit162	D11Mit162		good	11	18146473	18146596					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89056	D11Mit170	D11Mit170		good	11	19074207	19074322					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101196	D11Mit295	D11Mit295		good	11	19472318	19472433					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89158	D11Mit79	D11Mit79		good	11	19645820	19645969					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3613828	D11Mit171.2	D11Mit171.2		good	11	20088428	20088544					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89057	D11Mit171	D11Mit171		good	11	20088522	20088657					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102271	D11Mit306	D11Mit306		good	11	20116899	20117017					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:105804	D11Mit343	D11Mit343		good	11	20439870	20439975					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89160	D11Mit80	D11Mit80		good	11	20477142	20477316					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101197	D11Mit294	D11Mit294		good	11	21329421	21329535					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:108632	D11Mit371	D11Mit371		good	11	21744986	21745273					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:108625	D11Mit340	D11Mit340		good	11	23138865	23138998					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89037	D11Mit152	D11Mit152		good	11	24126273	24126405					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89036	D11Mit151	D11Mit151		good	11	24848052	24848191					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89076	D11Mit19	D11Mit19		good	11	25322121	25322260					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89055	D11Mit169	D11Mit169		good	11	25785875	25786014					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101262	D11Mit229	D11Mit229		good	11	25856097	25856218					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89162	D11Mit82	D11Mit82		good	11	25961780	25961942					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89049	D11Mit163	D11Mit163		good	11	27623171	27623304					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101261	D11Mit230	D11Mit230		good	11	27901232	27901464					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89071	D11Mit185	D11Mit185		good	11	27901274	27901464					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89163	D11Mit83	D11Mit83		good	11	28742976	28743105					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89058	D11Mit172	D11Mit172		good	11	28752602	28752751					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101276	D11Mit215	D11Mit215		good	11	30809133	30809266					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89017	D11Mit134	D11Mit134		good	11	31480603	31480711					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89094	D11Mit205	D11Mit205		good	11	33093299	33093402					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:105806	D11Mit345	D11Mit345		good	11	33407301	33407625					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89018	D11Mit135	D11Mit135		good	11	33566590	33566736					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101275	D11Mit216	D11Mit216		good	11	33598361	33598512					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89059	D11Mit173	D11Mit173		good	11	33866086	33866219					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89164	D11Mit84	D11Mit84		good	11	34433052	34433182					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89072	D11Mit186	D11Mit186		good	11	35049231	35049355					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3613832	D11Mit231.2	D11Mit231.2		good	11	35501143	35501294					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101260	D11Mit231	D11Mit231		good	11	35501291	35501391					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88988	D11Mit108	D11Mit108		good	11	35855282	35855431					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101259	D11Mit232	D11Mit232		good	11	35867889	35868069					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101259	D11Mit232	D11Mit232.1		good	11	35868043	35868152					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101258	D11Mit233	D11Mit233		good	11	36138956	36139075					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89131	D11Mit51	D11Mit51		good	11	36205252	36205390					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101274	D11Mit217	D11Mit217		good	11	37347060	37347194					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88989	D11Mit109	D11Mit109		good	11	37691255	37691504					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101225	D11Mit266	D11Mit266		good	11	37839643	37839794					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102272	D11Mit307	D11Mit307		good	11	39873403	39873515					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88991	D11Mit110	D11Mit110		good	11	39986966	39987145					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101273	D11Mit218	D11Mit218		good	11	40193327	40193470					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:108634	D11Mit373	D11Mit373		good	11	40276483	40276612					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101224	D11Mit267	D11Mit267		good	11	40640353	40640467					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101223	D11Mit268	D11Mit268		good	11	40699238	40699375					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89019	D11Mit136	D11Mit136		good	11	41042341	41042536					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102273	D11Mit308	D11Mit308		good	11	42278790	42278891					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89060	D11Mit174	D11Mit174		good	11	42407451	42407597					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101222	D11Mit269	D11Mit269		good	11	42571003	42571127					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:105808	D11Mit347	D11Mit347		good	11	42648185	42648378					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101195	D11Mit296	D11Mit296		good	11	42695301	42695416					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:108628	D11Mit367	D11Mit367		good	11	42764381	42764543					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101257	D11Mit234	D11Mit234		good	11	43012955	43013070					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89099	D11Mit21	D11Mit21		good	11	43988450	43988606					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101256	D11Mit235	D11Mit235		good	11	44187191	44187370					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101254	D11Mit237	D11Mit237		good	11	44187223	44187370					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89061	D11Mit175	D11Mit175		good	11	44432983	44433094					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89095	D11Mit206	D11Mit206		good	11	44459827	44459969					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3613830	D11Mit20.1	D11Mit20.1		good	11	44552561	44552721					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89088	D11Mit20	D11Mit20		good	11	44552713	44552826					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101221	D11Mit270	D11Mit270		good	11	44556949	44557073					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89013	D11Mit130	D11Mit130		good	11	44636046	44636245					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89074	D11Mit188	D11Mit188		good	11	45146434	45146559					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89075	D11Mit189	D11Mit189		good	11	45285671	45285802					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101220	D11Mit271	D11Mit271		good	11	45631256	45631375					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101252	D11Mit239	D11Mit239		good	11	47263643	47263931					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89077	D11Mit190	D11Mit190		good	11	47594981	47595127					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89078	D11Mit191	D11Mit191		good	11	47702595	47702740					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89062	D11Mit176	D11Mit176		good	11	48301214	48301337					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102274	D11Mit309	D11Mit309		good	11	48606644	48606767					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89022	D11Mit139	D11Mit139		good	11	49023252	49023369					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89021	D11Mit138	D11Mit138		good	11	49107980	49108121					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89038	D11Mit153	D11Mit153		good	11	49635503	49635678					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:105809	D11Mit348	D11Mit348		good	11	49796439	49796562					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102279	D11Mit314	D11Mit314		good	11	51375154	51375277					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89039	D11Mit154	D11Mit154		good	11	51862023	51862135					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89167	D11Mit87	D11Mit87		good	11	52157268	52157406					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102277	D11Mit311	D11Mit311		good	11	52890742	52890858					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101218	D11Mit273	D11Mit273		good	11	52957328	52957451					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89025	D11Mit141	D11Mit141		good	11	52957335	52957483					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101251	D11Mit240	D11Mit240		good	11	53042439	53042588					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89107	D11Mit24	D11Mit24		good	11	53266828	53267064					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88992	D11Mit111	D11Mit111		good	11	53431547	53431675					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102275	D11Mit310	D11Mit310		good	11	53988346	53988470					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89166	D11Mit86	D11Mit86		good	11	54003617	54003740					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89024	D11Mit140	D11Mit140		good	11	54016997	54017124					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89106	D11Mit23	D11Mit23		good	11	54049428	54049549					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101250	D11Mit241	D11Mit241		good	11	54418568	54418692					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89096	D11Mit207	D11Mit207		good	11	54938791	54938885					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:105810	D11Mit349	D11Mit349		good	11	55602850	55602967					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101219	D11Mit272	D11Mit272		good	11	55641584	55641705					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89142	D11Mit64	D11Mit64		good	11	55855553	55855725					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89014	D11Mit131	D11Mit131		good	11	55969016	55969165					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102276	D11Mit313	D11Mit313		good	11	56098548	56098669					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89026	D11Mit142	D11Mit142		good	11	56498226	56498375					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101217	D11Mit274	D11Mit274		good	11	56555162	56555275					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102280	D11Mit315	D11Mit315		good	11	56681224	56681307					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89050	D11Mit164	D11Mit164		good	11	56786703	56786834					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89027	D11Mit143	D11Mit143		good	11	57728239	57728330					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89097	D11Mit208	D11Mit208		good	11	58413231	58413359					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88993	D11Mit112	D11Mit112		good	11	58430706	58430788					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89040	D11Mit155a	D11Mit155	D11Mit155b	2+	11	58650000		11	38.93	34.00	36.33	marker maps to more than one location on 1 chr; locations are <1 Mb apart; marker map position is interpolated to the revised Shifman map based on average bp start position
MGI:108630	D11Mit369	D11Mit369		good	11	58783493	58783615					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102281	D11Mit316	D11Mit316		good	11	59179293	59179406					marker maps to one location; map position interpolated to revised Shifman SNP map
